month,sample_period,sp500_log_return,z_sp500_log_return
2023-02,out_of_sample,0.0296099206945061,0.678127350487342
2023-03,out_of_sample,-0.0276166256651649,-0.953543032351901
2023-04,out_of_sample,0.0378061679526414,0.911822632699087
2023-05,out_of_sample,0.00597652662464051,0.00428082989871192
2023-06,out_of_sample,0.0469257839960528,1.17184544287144
2023-07,out_of_sample,0.0367587760839397,0.881958899867019
2023-08,out_of_sample,-0.0113139741465995,-0.488714114013778
2023-09,out_of_sample,0.0130193450696322,0.20508900371689
2023-10,out_of_sample,-0.0561024128190038,-1.765743281842
2023-11,out_of_sample,0.0436889167114195,1.07955435040671
2023-12,out_of_sample,0.0492143691357463,1.23709866586998
2024-01,out_of_sample,0.0251743093589541,0.551657100115801
2024-02,out_of_sample,0.0422761588050234,1.03927312813094
2024-03,out_of_sample,0.0311558777377651,0.72220640961444
2024-04,out_of_sample,-0.0112963685169831,-0.488212133967039
2024-05,out_of_sample,0.0237242130331279,0.510311267147938
2024-06,out_of_sample,0.0337879558177839,0.797253465949009
2024-07,out_of_sample,0.0224346905210712,0.473543790779485
2024-08,out_of_sample,-0.0108550194838401,-0.475628181384121
2024-09,out_of_sample,0.0257774328000214,0.568853641207072
2024-10,out_of_sample,0.0299770641110996,0.688595517399686
2024-11,out_of_sample,0.0234778200174561,0.503285992834103
2024-12,out_of_sample,0.0135654292011037,0.220659213008579
2025-01,out_of_sample,-0.0052358542122117,-0.315411880851678
2025-02,out_of_sample,0.00984680382362857,0.11463200571975
2025-03,out_of_sample,-0.0605354094262029,-1.89213897984084
2025-04,out_of_sample,-0.0569168972636907,-1.78896624793411
2025-05,out_of_sample,0.0790041116884358,2.08647790902983
2025-06,out_of_sample,0.0369998128261829,0.888831453577012
2025-07,out_of_sample,0.0432552046330113,1.06718814629279
2025-08,out_of_sample,0.0177015274987939,0.338589605844741
2025-09,out_of_sample,0.0269500500746687,0.602287860099515
2025-10,out_of_sample,0.0227747534661105,0.483239826466041
2025-11,out_of_sample,0.000771709181122603,-0.14412138919201
2025-12,out_of_sample,0.0164989265544722,0.304300478367234
2026-01,out_of_sample,0.0110419307727291,0.148708031107064
2026-02,out_of_sample,-0.00510891349404936,-0.311792486997293
2026-03,out_of_sample,-0.0353426119854424,-1.1738300120656
2026-04,out_of_sample,0.0444684888094808,1.10178187914311
