month,sample_period,sp500_log_return,credit_spread,z_sp500_log_return,z_credit_spread
2013-04,in_sample,0.01273110838505307,0.83,0.1968706629049248,-0.3035618990005389
2013-05,in_sample,0.043077296234266,0.86,1.062115537799758,-0.2281963047101594
2013-06,in_sample,-0.01293207449937463,1.03,-0.5348501573369424,0.1988753962686572
2013-07,in_sample,0.03036629311931478,0.9,0.6996933991564338,-0.1277088456563201
2013-08,in_sample,0.0008446224710434821,0.85,-0.1420424509501049,-0.2533181694736192
2013-09,in_sample,0.01017505189341215,0.83,0.1239911700894431,-0.3035618990005389
2013-10,in_sample,0.01928916344820775,0.74,0.3838570336763649,-0.529658681871677
2013-11,in_sample,0.0362584208420753,0.74,0.8676925343254508,-0.529658681871677
2013-12,in_sample,0.01349941977447679,0.8,0.2187771209854394,-0.378927493290918
2014-01,in_sample,0.008032791241485987,0.64,0.06291002016121407,-0.7808773295062749
2014-02,in_sample,-0.002923560910733512,0.69,-0.2494826795200663,-0.655268005688976
2014-03,in_sample,0.02525836889118085,0.67,0.5540538452953497,-0.7055117352158954
2014-04,in_sample,0.0003970191426105075,0.62,-0.1548047289613294,-0.8311210590331944
2014-05,in_sample,0.01359093702983411,0.54,0.2213865042976307,-1.032095977140873
2014-06,in_sample,0.02988082173855209,0.56,0.6858514093091348,-0.9818522476139531
2014-07,in_sample,0.01326995971007678,0.6,0.2122346469949116,-0.8813647885601141
2014-08,in_sample,-0.005881129025228559,0.63,-0.3338102618158961,-0.8059991942697347
2014-09,in_sample,0.01603165751778696,0.76,0.290977482371893,-0.4794149523447573
2014-10,in_sample,-0.02847667296444207,0.84,-0.9780651081251194,-0.278440034237079
2014-11,in_sample,0.05390773291510084,0.87,1.370918075948167,-0.2030744399466996
2014-12,in_sample,0.004733055258621784,0.96,-0.03117361439169623,0.02302234292443851
2015-01,in_sample,-0.01278171450843505,1,-0.530563022089637,0.1235098019782778
2015-02,in_sample,0.02628618787183353,0.82,0.5833595066768807,-0.3286837637639987
2015-03,in_sample,-0.00106194104915356,0.97,-0.1964032926712744,0.04814420768789832
2015-04,in_sample,0.00712363935614136,0.91,0.03698785118222596,-0.1025869808928603
2015-05,in_sample,0.008120230984056918,0.9,0.065403143498404,-0.1277088456563201
2015-06,in_sample,-0.006007764025358703,0.99,-0.3374209388930091,0.09838793721481796
2015-07,in_sample,-0.002456224422097852,1.07,-0.2361577603027802,0.2993628553224965
2015-08,in_sample,-0.02625688756673005,1.21,-0.9147735359421401,0.6510689620109333
2015-09,in_sample,-0.04792749118473864,1.35,-1.532656045914333,1.002775068699371
2015-10,in_sample,0.04051727984533032,1.37,0.9891231385178554,1.05301879822629
2015-11,in_sample,0.02719005722423832,1.42,0.6091310575757537,1.178628122043589
2015-12,in_sample,-0.01283786707892725,1.46,-0.5321640707640857,1.279115581097428
2016-01,in_sample,-0.06823230573956614,1.37,-2.111596531505184,1.05301879822629
2016-02,in_sample,-0.00741825312324991,1.45,-0.3776374718265537,1.253993716333969
2016-03,in_sample,0.05988489202199047,1.18,1.54134166619828,0.575703367720554
2016-04,in_sample,0.02615896848926043,1.06,0.5797321674108873,0.2742409905590367
2016-05,in_sample,-0.004824826014269101,1.05,-0.3036924502769303,0.2491191257955769
2016-06,in_sample,0.008839804613196051,1.02,0.08591996748353786,0.1737535315051974
2016-07,in_sample,0.03071974391774002,0.92,0.709771155657004,-0.07746511612940049
2016-08,in_sample,0.01020877646320801,0.95,0.124952740989844,-0.002099521839021312
2016-09,in_sample,-0.00612665478170606,0.85,-0.3408108084249934,-0.2533181694736192
2016-10,in_sample,-0.00682215582883705,0.84,-0.3606412635551157,-0.278440034237079
2016-11,in_sample,0.01019969334709823,0.81,0.1246937588830597,-0.3538056285274582
2016-12,in_sample,0.03701557314200675,0.75,0.8892808191632617,-0.5045368171082171
2017-01,in_sample,0.01260148261642533,0.69,0.193174711620475,-0.655268005688976
2017-02,in_sample,0.02379684195756694,0.71,0.5123820974265973,-0.6050242761620563
2017-03,in_sample,0.01571764179071489,0.7,0.2820241172956753,-0.6301461409255162
2017-04,in_sample,-0.003178078605976021,0.72,-0.2567396085443272,-0.5799024113985966
