month,sample_period,sp500_log_return,regime_raw,regime_label
1999-03,in_sample,0.0277523110902861,0,Bull
1999-04,in_sample,0.0405953876942999,0,Bull
1999-05,in_sample,-0.00201737711988825,0,Bull
1999-06,in_sample,-0.00717243207090421,0,Bull
1999-07,in_sample,0.0432389420523131,0,Bull
1999-08,in_sample,-0.0395106921224233,2,Bear
1999-09,in_sample,-0.00704553007817215,0,Bull
1999-10,in_sample,-0.0138724543251287,0,Bull
1999-11,in_sample,0.0676509561957081,0,Bull
1999-12,in_sample,0.0267280281095729,0,Bull
2000-01,in_sample,-0.00216517793142122,0,Bull
2000-02,in_sample,-0.0260952962399024,0,Bull
2000-03,in_sample,0.0376861924479887,0,Bull
2000-04,in_sample,0.0131908496587472,0,Bull
2000-05,in_sample,-0.0297816332196952,2,Bear
2000-06,in_sample,0.0301921254055834,0,Bull
2000-07,in_sample,0.00752313630831392,0,Bull
2000-08,in_sample,0.00842335111687572,0,Bull
2000-09,in_sample,-0.0117894990395677,0,Bull
2000-10,in_sample,-0.0545305280626009,1,Recovery
2000-11,in_sample,-0.00874226174882798,1,Recovery
2000-12,in_sample,-0.0347842537524704,1,Recovery
2001-01,in_sample,0.00352514465611243,1,Recovery
2001-02,in_sample,-0.0226255023157432,1,Recovery
2001-03,in_sample,-0.0963177713055048,1,Recovery
2001-04,in_sample,0.00335902727343893,1,Recovery
2001-05,in_sample,0.0654893523201277,1,Recovery
2001-06,in_sample,-0.0252376810971654,1,Recovery
2001-07,in_sample,-0.0280474843143992,1,Recovery
2001-08,in_sample,-0.0217805878167198,1,Recovery
2001-09,in_sample,-0.120570114937862,1,Recovery
2001-10,in_sample,0.0301263101445591,1,Recovery
2001-11,in_sample,0.0481357681781142,1,Recovery
2001-12,in_sample,0.0134090929873214,1,Recovery
2002-01,in_sample,-0.00413104379813678,1,Recovery
2002-02,in_sample,-0.0352933706752081,1,Recovery
2002-03,in_sample,0.0471330904969096,1,Recovery
2002-04,in_sample,-0.0369549315830548,1,Recovery
2002-05,in_sample,-0.0298308887532414,1,Recovery
2002-06,in_sample,-0.0623437266130936,1,Recovery
2002-07,in_sample,-0.115302190133619,1,Recovery
2002-08,in_sample,0.00986716078715539,1,Recovery
2002-09,in_sample,-0.0502700817856863,1,Recovery
2002-10,in_sample,-0.0153041699542658,1,Recovery
2002-11,in_sample,0.0626990467391637,1,Recovery
2002-12,in_sample,-0.0118844365760538,1,Recovery
2003-01,in_sample,-0.003721411298604,1,Recovery
2003-02,in_sample,-0.0679019134595208,1,Recovery
2003-03,in_sample,0.011403851179017,0,Bull
2003-04,in_sample,0.0499914067031773,0,Bull
2003-05,in_sample,0.0503175704984323,0,Bull
2003-06,in_sample,0.0541099572261787,0,Bull
2003-07,in_sample,0.00458461626836565,0,Bull
2003-08,in_sample,-0.00303723109060738,0,Bull
2003-09,in_sample,0.0297786529783977,0,Bull
2003-10,in_sample,0.0187453561693247,0,Bull
2003-11,in_sample,0.0106961084475473,0,Bull
2003-12,in_sample,0.0288585366763073,0,Bull
2004-01,in_sample,0.0468917800481994,0,Bull
2004-02,in_sample,0.00952605758964248,0,Bull
2004-03,in_sample,-0.0170953381340224,0,Bull
2004-04,in_sample,0.00831071437007288,0,Bull
2004-05,in_sample,-0.0273524077406038,2,Bear
2004-06,in_sample,0.0268228682510619,0,Bull
2004-07,in_sample,-0.0240428625668231,0,Bull
2004-08,in_sample,-0.015409524018366,0,Bull
2004-09,in_sample,0.0260324679763301,0,Bull
2004-10,in_sample,-0.000402707992931581,0,Bull
2004-11,in_sample,0.0452628492554962,0,Bull
2004-12,in_sample,0.0255656514109558,0,Bull
2005-01,in_sample,-0.0149543662752995,0,Bull
2005-02,in_sample,0.0153045355273477,0,Bull
2005-03,in_sample,-0.0039506760425546,0,Bull
2005-04,in_sample,-0.0258308029739846,0,Bull
2005-05,in_sample,0.0118240510874754,0,Bull
2005-06,in_sample,0.0201390531885729,0,Bull
2005-07,in_sample,0.0164904396352775,0,Bull
2005-08,in_sample,0.00165950718850842,0,Bull
2005-09,in_sample,0.00134683453072613,0,Bull
2005-10,in_sample,-0.0280925714970193,2,Bear
2005-11,in_sample,0.0373891484043391,0,Bull
2005-12,in_sample,0.0197650706551747,0,Bull
2006-01,in_sample,0.0131141677950423,0,Bull
2006-02,in_sample,-0.00162793827874135,0,Bull
2006-03,in_sample,0.0132977889241279,0,Bull
2006-04,in_sample,0.00649485508637588,0,Bull
2006-05,in_sample,-0.00938213333792732,0,Bull
2006-06,in_sample,-0.0289736291890398,2,Bear
2006-07,in_sample,0.00562583792309727,0,Bull
2006-08,in_sample,0.0211282929235261,0,Bull
2006-09,in_sample,0.0234876760924347,0,Bull
2006-10,in_sample,0.0340487625980872,0,Bull
2006-11,in_sample,0.0183579402841733,0,Bull
2006-12,in_sample,0.0198077105471221,0,Bull
2007-01,in_sample,0.00544960476756468,0,Bull
2007-02,in_sample,0.0143887374520995,0,Bull
2007-03,in_sample,-0.0265466627824727,2,Bear
2007-04,in_sample,0.039502242762899,0,Bull
2007-05,in_sample,0.0319378492090956,0,Bull
2007-06,in_sample,0.0020163096477513,0,Bull
2007-07,in_sample,0.0042966885437826,0,Bull
2007-08,in_sample,-0.0444326329334655,1,Recovery
2007-09,in_sample,0.0287985644172915,1,Recovery
2007-10,in_sample,0.028018350283973,1,Recovery
2007-11,in_sample,-0.0508059507866612,1,Recovery
2007-12,in_sample,0.010759259778661,1,Recovery
2008-01,in_sample,-0.0703303773156563,1,Recovery
2008-02,in_sample,-0.0174790357361559,1,Recovery
2008-03,in_sample,-0.0283946451328438,1,Recovery
2008-04,in_sample,0.0398428830631021,1,Recovery
2008-05,in_sample,0.0236158489700118,1,Recovery
2008-06,in_sample,-0.0451675807071253,1,Recovery
2008-07,in_sample,-0.0646115899766517,1,Recovery
2008-08,in_sample,0.0190174314955208,1,Recovery
2008-09,in_sample,-0.0516601279545936,1,Recovery
2008-10,in_sample,-0.228044815270301,1,Recovery
2008-11,in_sample,-0.0926876925476914,1,Recovery
2008-12,in_sample,-0.00622517062033102,1,Recovery
2009-01,in_sample,-0.0137455266060195,1,Recovery
2009-02,in_sample,-0.0722718515691165,1,Recovery
2009-03,in_sample,-0.0615929816870806,1,Recovery
2009-04,in_sample,0.113522537733088,1,Recovery
2009-05,in_sample,0.0620114553009463,1,Recovery
2009-06,in_sample,0.0259348536403195,1,Recovery
2009-07,in_sample,0.0104193344087914,1,Recovery
2009-08,in_sample,0.0760150970726823,1,Recovery
2009-09,in_sample,0.0339032022805867,0,Bull
2009-10,in_sample,0.0218831671303824,0,Bull
2009-11,in_sample,0.0189361468061257,0,Bull
2009-12,in_sample,0.0202968144813865,0,Bull
2010-01,in_sample,0.0118177170799145,0,Bull
2010-02,in_sample,-0.0311132592188617,2,Bear
2010-03,in_sample,0.056136207167735,1,Recovery
2010-04,in_sample,0.0385427617427743,1,Recovery
2010-05,in_sample,-0.0622493582848332,1,Recovery
2010-06,in_sample,-0.037769044812347,1,Recovery
2010-07,in_sample,-0.00329148395314859,0,Bull
2010-08,in_sample,0.00690332586290532,0,Bull
2010-09,in_sample,0.0315049411415084,0,Bull
2010-10,in_sample,0.0431691593466879,0,Bull
2010-11,in_sample,0.0230428635643027,0,Bull
2010-12,in_sample,0.034948361274036,0,Bull
2011-01,in_sample,0.0325603709456173,0,Bull
2011-02,in_sample,0.0295750007498741,0,Bull
2011-03,in_sample,-0.012667701894044,0,Bull
2011-04,in_sample,0.0205014767774093,0,Bull
2011-05,in_sample,0.00509398738810953,0,Bull
2011-06,in_sample,-0.0388683905021787,2,Bear
2011-07,in_sample,0.0290166119280669,1,Recovery
2011-08,in_sample,-0.111551501633919,1,Recovery
2011-09,in_sample,-0.00968984221956066,0,Bull
2011-10,in_sample,0.0280056940664899,0,Bull
2011-11,in_sample,0.0157791607381606,0,Bull
2011-12,in_sample,0.0136858647340082,0,Bull
2012-01,in_sample,0.0450250977470868,0,Bull
2012-02,in_sample,0.0391370191792135,0,Bull
2012-03,in_sample,0.0268094970276764,0,Bull
2012-04,in_sample,-0.00202473706166819,0,Bull
2012-05,in_sample,-0.0331151716470485,2,Bear
2012-06,in_sample,-0.013352295190865,0,Bull
2012-07,in_sample,0.0270582908328382,0,Bull
2012-08,in_sample,0.0316105690057922,0,Bull
2012-09,in_sample,0.0280818067704158,0,Bull
2012-10,in_sample,-0.00388722012158368,0,Bull
2012-11,in_sample,-0.0305849785226439,2,Bear
2012-12,in_sample,0.0197251496150914,0,Bull
2013-01,in_sample,0.0400440728260348,0,Bull
2013-02,in_sample,0.0213259616674525,0,Bull
2013-03,in_sample,0.0251519882844799,0,Bull
2013-04,in_sample,0.0127311083850531,0,Bull
2013-05,in_sample,0.043077296234266,0,Bull
2013-06,in_sample,-0.0129320744993746,0,Bull
2013-07,in_sample,0.0303662931193148,0,Bull
2013-08,in_sample,0.000844622471043482,0,Bull
2013-09,in_sample,0.0101750518934122,0,Bull
